iter	Passed	Remaining
414	3542	4993
415	3549	4982
416	3556	4972
417	3564	4962
418	3572	4953
419	3580	4943
420	3587	4934
421	3596	4925
422	3603	4915
423	3611	4905
424	3618	4895
425	3628	4889
426	3636	4879
427	3643	4869
428	3651	4860
429	3659	4850
430	3666	4840
431	3673	4830
432	3680	4819
433	3687	4808
434	3694	4798
435	3701	4788
436	3709	4779
437	3717	4769
438	3724	4759
439	3732	4750
440	3740	4740
441	3746	4730
442	3754	4720
443	3762	4711
444	3768	4700
445	3775	4690
446	3783	4680
447	3791	4671
448	3798	4661
449	3806	4652
450	3813	4642
451	3821	4632
452	3828	4622
453	3834	4612
454	3841	4601
455	3849	4592
456	3856	4582
457	3864	4573
458	3872	4563
459	3879	4554
460	3887	4545
461	3895	4536
462	3903	4527
463	3910	4517
464	3918	4508
465	3925	4497
466	3936	4493
467	3944	4484
468	3952	4474
469	3959	4465
470	3966	4455
471	3973	4444
472	3980	4435
473	3988	4425
474	3995	4416
475	4003	4407
476	4013	4400
477	4020	4390
478	4028	4381
479	4036	4372
480	4043	4363
481	4051	4353
482	4058	4344
483	4066	4334
484	4073	4325
485	4080	4315
486	4087	4305
487	4094	4295
488	4101	4286
489	4109	4277
490	4117	4268
491	4125	4259
492	4132	4249
493	4140	4240
494	4148	4232
495	4155	4222
496	4162	4212
497	4169	4203
498	4176	4193
499	4183	4183
500	4191	4174
501	4199	4165
502	4206	4156
503	4214	4147
504	4221	4138
505	4229	4129
506	4236	4119
507	4243	4109
508	4250	4100
509	4257	4090
510	4264	4080
511	4272	4071
512	4279	4062
513	4287	4053
514	4294	4044
515	4301	4035
516	4308	4025
517	4315	4015
518	4322	4005
519	4329	3996
520	4337	3987
521	4345	3978
522	4352	3969
523	4359	3960
524	4367	3951
525	4374	3941
526	4380	3931
527	4387	3921
528	4395	3913
529	4404	3905
530	4410	3895
531	4418	3886
532	4425	3877
533	4433	3868
534	4441	3860
535	4449	3851
536	4456	3842
537	4463	3833
538	4470	3823
539	4477	3813
540	4490	3809
541	4497	3800
542	4504	3791
543	4511	3781
544	4518	3772
545	4525	3762
546	4534	3755
547	4542	3747
548	4551	3738
549	4559	3730
550	4566	3720
551	4572	3711
552	4580	3702
553	4588	3693
554	4595	3684
555	4603	3675
556	4610	3666
557	4617	3657
558	4625	3648
559	4632	3639
560	4638	3629
561	4645	3620
562	4653	3611
563	4660	3603
564	4668	3594
565	4675	3585
566	4683	3576
567	4690	3567
568	4696	3557
569	4703	3548
570	4710	3539
571	4718	3530
572	4726	3521
573	4733	3513
574	4741	3504
575	4748	3495
576	4755	3486
577	4762	3477
578	4768	3467
579	4776	3458
580	4785	3451
581	4794	3443
582	4800	3433
583	4808	3425
584	4815	3416
585	4823	3407
586	4830	3398
587	4837	3389
588	4845	3381
589	4852	3372
590	4859	3362
591	4865	3353
592	4873	3344
593	4880	3336
594	4888	3327
595	4896	3319
596	4903	3310
597	4911	3301
598	4918	3292
599	4925	3283
600	4933	3275
601	4941	3266
602	4947	3257
603	4954	3248
604	4962	3239
605	4969	3231
606	4977	3222
607	4985	3214
608	4992	3205
609	5001	3197
610	5009	3189
611	5016	3180
612	5023	3171
613	5030	3162
614	5037	3153
615	5044	3144
616	5052	3136
617	5059	3127
618	5067	3119
619	5075	3110
620	5083	3102
621	5090	3093
622	5097	3084
623	5105	3076
624	5111	3067
625	5118	3058
626	5126	3049
627	5133	3041
628	5141	3032
629	5149	3024
630	5157	3015
631	5164	3007
632	5174	3000
633	5183	2992
634	5191	2984
635	5207	2980
636	5224	2977
637	5240	2973
638	5261	2972
639	5274	2966
640	5290	2962
641	5306	2959
642	5322	2955
643	5332	2947
644	5342	2940
645	5350	2932
646	5358	2923
647	5364	2914
648	5372	2905
649	5379	2896
650	5387	2888
651	5394	2879
652	5403	2871
653	5410	2862
654	5418	2853
655	5425	2845
656	5433	2836
657	5439	2827
658	5446	2818
659	5453	2809
660	5461	2800
661	5469	2792
662	5477	2784
663	5485	2775
664	5492	2767
665	5500	2758
666	5508	2749
667	5515	2741
668	5523	2733
669	5532	2725
670	5541	2717
671	5549	2708
672	5557	2700
673	5565	2692
674	5573	2683
675	5583	2676
676	5591	2667
677	5599	2659
678	5606	2650
679	5614	2641
680	5621	2633
681	5628	2624
682	5635	2615
683	5642	2606
684	5649	2597
685	5656	2589
686	5664	2580
687	5671	2572
688	5678	2563
689	5686	2554
690	5693	2545
691	5700	2537
692	5707	2528
693	5714	2519
694	5721	2510
695	5729	2502
696	5736	2493
697	5744	2485
698	5751	2476
699	5758	2467
700	5765	2459
701	5772	2450
702	5779	2441
703	5786	2433
704	5794	2424
705	5802	2416
706	5809	2407
707	5817	2399
708	5824	2390
709	5831	2382
710	5838	2373
711	5844	2364
712	5852	2355
713	5859	2347
714	5867	2338
715	5875	2330
716	5882	2321
717	5891	2313
718	5899	2305
719	5907	2297
720	5915	2288
721	5922	2280
722	5929	2271
723	5936	2263
724	5943	2254
725	5950	2245
726	5958	2237
727	5966	2229
728	5973	2220
729	5983	2212
730	5990	2204
731	5998	2196
732	6005	2187
733	6013	2179
734	6020	2170
735	6027	2162
736	6034	2153
737	6041	2144
738	6048	2136
739	6055	2127
740	6062	2119
741	6070	2110
742	6077	2102
743	6084	2093
744	6091	2084
745	6097	2076
746	6105	2067
747	6112	2059
748	6120	2050
749	6127	2042
750	6135	2034
751	6142	2025
752	6149	2017
753	6156	2008
754	6164	2000
755	6170	1991
756	6178	1983
757	6185	1974
758	6193	1966
759	6201	1958
760	6208	1949
761	6216	1941
762	6223	1933
763	6230	1924
764	6237	1916
765	6244	1907
766	6251	1899
767	6259	1890
768	6266	1882
769	6274	1874
770	6281	1865
771	6289	1857
772	6296	1848
773	6303	1840
774	6309	1831
775	6317	1823
776	6324	1815
777	6332	1806
778	6339	1798
779	6347	1790
780	6355	1782
781	6362	1773
782	6372	1765
783	6379	1757
784	6387	1749
785	6394	1740
786	6401	1732
787	6408	1723
788	6414	1715
789	6422	1707
790	6429	1698
791	6437	1690
792	6444	1682
793	6451	1673
794	6459	1665
795	6465	1657
796	6472	1648
797	6479	1640
798	6487	1631
799	6494	1623
800	6502	1615
801	6510	1607
802	6518	1599
803	6525	1590
804	6532	1582
805	6539	1574
806	6546	1565
807	6553	1557
808	6560	1548
809	6568	1540
810	6576	1532
811	6583	1524
812	6590	1515
813	6597	1507
814	6604	1499
815	6611	1490
816	6618	1482
817	6625	1474
818	6633	1466
819	6641	1457
820	6648	1449
821	6657	1441
822	6664	1433
823	6672	1425
824	6679	1416
825	6685	1408
826	6692	1400
827	6700	1391
828	6707	1383
829	6715	1375
830	6722	1367
831	6730	1359
832	6737	1350
833	6746	1342
834	6754	1334
835	6764	1326
836	6772	1318
837	6779	1310
838	6787	1302
839	6794	1294
840	6801	1285
841	6808	1277
842	6815	1269
843	6822	1261
844	6830	1252
845	6837	1244
846	6846	1236
847	6854	1228
848	6861	1220
849	6869	1212
850	6877	1204
851	6885	1196
852	6893	1187
853	6900	1179
854	6907	1171
855	6915	1163
856	6922	1155
857	6928	1146
858	6937	1138
859	6947	1130
860	6953	1122
861	6960	1114
862	6968	1106
863	6975	1098
864	6984	1089
865	6991	1081
866	6999	1073
867	7008	1065
868	7016	1057
869	7023	1049
870	7031	1041
871	7038	1033
872	7046	1025
873	7053	1016
874	7060	1008
875	7067	1000
876	7074	992
877	7082	984
878	7089	975
879	7097	967
880	7105	959
881	7113	951
882	7120	943
883	7128	935
884	7135	927
885	7142	919
886	7150	910
887	7156	902
888	7167	894
889	7175	886
890	7181	878
891	7188	870
892	7196	862
893	7204	854
894	7211	846
895	7219	837
896	7227	829
897	7234	821
898	7242	813
899	7249	805
900	7256	797
901	7263	789
902	7271	781
903	7278	772
904	7286	764
905	7293	756
906	7301	748
907	7308	740
908	7316	732
909	7323	724
910	7330	716
911	7338	708
912	7344	699
913	7351	691
914	7359	683
915	7366	675
916	7374	667
917	7382	659
918	7390	651
919	7400	643
920	7408	635
921	7416	627
922	7425	619
923	7433	611
924	7441	603
925	7449	595
926	7456	587
927	7464	579
928	7472	571
929	7480	563
930	7487	554
931	7494	546
932	7501	538
933	7508	530
934	7515	522
935	7522	514
936	7530	506
937	7538	498
938	7545	490
939	7555	482
940	7563	474
941	7570	466
942	7578	458
943	7586	450
944	7593	441
945	7601	433
946	7608	425
947	7618	417
948	7626	409
949	7633	401
950	7640	393
951	7651	385
952	7659	377
953	7666	369
954	7673	361
955	7680	353
956	7686	345
957	7695	337
958	7702	329
959	7710	321
960	7717	313
961	7725	305
962	7732	297
963	7740	289
964	7747	280
965	7754	272
966	7760	264
967	7767	256
968	7775	248
969	7782	240
970	7790	232
971	7797	224
972	7805	216
973	7812	208
974	7819	200
975	7827	192
976	7833	184
977	7841	176
978	7849	168
979	7856	160
980	7866	152
981	7873	144
982	7881	136
983	7888	128
984	7895	120
985	7903	112
986	7910	104
987	7917	96
988	7924	88
989	7931	80
990	7938	72
991	7946	64
992	7955	56
993	7964	48
994	7971	40
995	7979	32
996	7987	24
997	7995	16
998	8002	8
999	8010	0
